"gene","uniprot","name","description","namespace"
"EYA2","O00167","EYA2","EYA transcriptional coactivator and phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:3520]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FADS1","O60427","FADS1","fatty acid desaturase 1 [Source:HGNC Symbol;Acc:HGNC:3574]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FAHD1","Q6P587","FAHD1","fumarylacetoacetate hydrolase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14169]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"FAM110B","Q8TC76","FAM110B","family with sequence similarity 110 member B [Source:HGNC Symbol;Acc:HGNC:28587]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FAM124B","Q9H5Z6","FAM124B","family with sequence similarity 124 member B [Source:HGNC Symbol;Acc:HGNC:26224]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FAM162A","Q96A26","FAM162A","family with sequence similarity 162 member A [Source:HGNC Symbol;Acc:HGNC:17865]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FAM210A","Q96ND0","FAM210A","family with sequence similarity 210 member A [Source:HGNC Symbol;Acc:HGNC:28346]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FAM210B","Q96KR6","FAM210B","family with sequence similarity 210 member B [Source:HGNC Symbol;Acc:HGNC:16102]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FAM72A","Q5TYM5","FAM72A","family with sequence similarity 72 member A [Source:HGNC Symbol;Acc:HGNC:24044]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FANCG","O15287","FANCG","FA complementation group G [Source:HGNC Symbol;Acc:HGNC:3588]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FARS2","O95363","FARS2","phenylalanyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:21062]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FASTK","Q14296","FASTK","Fas activated serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:24676]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FASTKD1","Q53R41","FASTKD1","FAST kinase domains 1 [Source:HGNC Symbol;Acc:HGNC:26150]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FASTKD2","Q9NYY8","FASTKD2","FAST kinase domains 2 [Source:HGNC Symbol;Acc:HGNC:29160]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FASTKD3","Q14CZ7","FASTKD3","FAST kinase domains 3 [Source:HGNC Symbol;Acc:HGNC:28758]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FASTKD5","Q7L8L6","FASTKD5","FAST kinase domains 5 [Source:HGNC Symbol;Acc:HGNC:25790]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FATE1","Q969F0","FATE1","fetal and adult testis expressed 1 [Source:HGNC Symbol;Acc:HGNC:24683]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FBXL4","Q9UKA2","FBXL4","F-box and leucine rich repeat protein 4 [Source:HGNC Symbol;Acc:HGNC:13601]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FBXO7","Q9Y3I1","FBXO7","F-box protein 7 [Source:HGNC Symbol;Acc:HGNC:13586]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FBXW7","Q969H0","FBXW7","F-box and WD repeat domain containing 7 [Source:HGNC Symbol;Acc:HGNC:16712]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FDX1","P10109","FDX1","ferredoxin 1 [Source:HGNC Symbol;Acc:HGNC:3638]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FDX2","Q6P4F2","FDX2","ferredoxin 2 [Source:HGNC Symbol;Acc:HGNC:30546]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FDXR","P22570","FDXR","ferredoxin reductase [Source:HGNC Symbol;Acc:HGNC:3642]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FECH","P22830","FECH","ferrochelatase [Source:HGNC Symbol;Acc:HGNC:3647]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FEM1A","Q9BSK4","FEM1A","fem-1 homolog A [Source:HGNC Symbol;Acc:HGNC:16934]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FEN1","P39748","FEN1","flap structure-specific endonuclease 1 [Source:HGNC Symbol;Acc:HGNC:3650]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FEZ1","Q99689","FEZ1","fasciculation and elongation protein zeta 1 [Source:HGNC Symbol;Acc:HGNC:3659]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FGR","P09769","FGR","FGR proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:3697]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FH","P07954","FH","fumarate hydratase [Source:HGNC Symbol;Acc:HGNC:3700]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FHIT","P49789","FHIT","fragile histidine triad diadenosine triphosphatase [Source:HGNC Symbol;Acc:HGNC:3701]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FIBP","O43427","FIBP","FGF1 intracellular binding protein [Source:HGNC Symbol;Acc:HGNC:3705]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FIS1","Q9Y3D6","FIS1","fission, mitochondrial 1 [Source:HGNC Symbol;Acc:HGNC:21689]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FKBP10","Q96AY3","FKBP10","FKBP prolyl isomerase 10 [Source:HGNC Symbol;Acc:HGNC:18169]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FKBP4","Q02790","FKBP4","FKBP prolyl isomerase 4 [Source:HGNC Symbol;Acc:HGNC:3720]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FKBP4","Q9UIM3","FKBPL","FKBP prolyl isomerase like [Source:HGNC Symbol;Acc:HGNC:13949]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FKBP8","Q14318","FKBP8","FKBP prolyl isomerase 8 [Source:HGNC Symbol;Acc:HGNC:3724]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FLAD1","Q8NFF5","FLAD1","flavin adenine dinucleotide synthetase 1 [Source:HGNC Symbol;Acc:HGNC:24671]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FLVCR1","Q9Y5Y0","FLVCR1","FLVCR heme transporter 1 [Source:HGNC Symbol;Acc:HGNC:24682]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FLVCR2","Q9UPI3","FLVCR2","FLVCR heme transporter 2 [Source:HGNC Symbol;Acc:HGNC:20105]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FMC1","Q96HJ9","FMC1","formation of mitochondrial complex V assembly factor 1 homolog [Source:HGNC Symbol;Acc:HGNC:26946]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FOXK2","Q01167","FOXK2","forkhead box K2 [Source:HGNC Symbol;Acc:HGNC:6036]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FOXO1","Q12778","FOXO1","forkhead box O1 [Source:HGNC Symbol;Acc:HGNC:3819]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FOXO3","O43524","FOXO3","forkhead box O3 [Source:HGNC Symbol;Acc:HGNC:3821]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FOXO3B","A0A2Z4LIS9","FOXO3B","forkhead box O3B [Source:HGNC Symbol;Acc:HGNC:3822]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FOXRED1","Q96CU9","FOXRED1","FAD dependent oxidoreductase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26927]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FPGS","Q05932","FPGS","folylpolyglutamate synthase [Source:HGNC Symbol;Acc:HGNC:3824]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FTMT","Q8N4E7","FTMT","ferritin mitochondrial [Source:HGNC Symbol;Acc:HGNC:17345]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FUNDC1","Q8IVP5","FUNDC1","FUN14 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28746]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FUNDC2","Q9BWH2","FUNDC2","FUN14 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24925]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FXN","Q16595","FXN","frataxin [Source:HGNC Symbol;Acc:HGNC:3951]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FYN","P06241","FYN","FYN proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:4037]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FZD9","O00144","FZD9","frizzled class receptor 9 [Source:HGNC Symbol;Acc:HGNC:4047]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"G0S2","P27469","G0S2","G0/G1 switch 2 [Source:HGNC Symbol;Acc:HGNC:30229]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GABARAPL1","Q9H0R8","GABARAPL1","GABA type A receptor associated protein like 1 [Source:HGNC Symbol;Acc:HGNC:4068]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GABBR1","Q9UBS5","GABBR1","gamma-aminobutyric acid type B receptor subunit 1 [Source:HGNC Symbol;Acc:HGNC:4070]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GADD45GIP1","Q8TAE8","GADD45GIP1","GADD45G interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:29996]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GARS1","P41250","GARS1","glycyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:4162]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GATB","O75879","GATB","glutamyl-tRNA amidotransferase subunit B [Source:HGNC Symbol;Acc:HGNC:8849]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GATC","O43716","GATC","glutamyl-tRNA amidotransferase subunit C [Source:HGNC Symbol;Acc:HGNC:25068]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GATD3","P0DPI2","GATD3","glutamine amidotransferase class 1 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:1273]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GATM","P50440","GATM","glycine amidinotransferase [Source:HGNC Symbol;Acc:HGNC:4175]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GCAT","O75600","GCAT","glycine C-acetyltransferase [Source:HGNC Symbol;Acc:HGNC:4188]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GCDH","Q92947","GCDH","glutaryl-CoA dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4189]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GCK","P35557","GCK","glucokinase [Source:HGNC Symbol;Acc:HGNC:4195]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GCKR","None","None","None",""
"GCLC","P48506","GCLC","glutamate-cysteine ligase catalytic subunit [Source:HGNC Symbol;Acc:HGNC:4311]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GCSH","P23434","GCSH","glycine cleavage system protein H [Source:HGNC Symbol;Acc:HGNC:4208]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GDAP1","Q8TB36","GDAP1","ganglioside induced differentiation associated protein 1 [Source:HGNC Symbol;Acc:HGNC:15968]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GFER","P55789","GFER","growth factor, augmenter of liver regeneration [Source:HGNC Symbol;Acc:HGNC:4236]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GFM1","Q96RP9","GFM1","G elongation factor mitochondrial 1 [Source:HGNC Symbol;Acc:HGNC:13780]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GFM2","Q969S9","GFM2","GTP dependent ribosome recycling factor mitochondrial 2 [Source:HGNC Symbol;Acc:HGNC:29682]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GHITM","Q9H3K2","GHITM","growth hormone inducible transmembrane protein [Source:HGNC Symbol;Acc:HGNC:17281]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GHR","P10912","GHR","growth hormone receptor [Source:HGNC Symbol;Acc:HGNC:4263]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GIMAP8","Q8ND71","GIMAP8","GTPase, IMAP family member 8 [Source:HGNC Symbol;Acc:HGNC:21792]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GIT1","Q9Y2X7","GIT1","GIT ArfGAP 1 [Source:HGNC Symbol;Acc:HGNC:4272]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GJA1","P17302","GJA1","gap junction protein alpha 1 [Source:HGNC Symbol;Acc:HGNC:4274]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GK","P32189","GK","glycerol kinase [Source:HGNC Symbol;Acc:HGNC:4289]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GK2","Q14410","GK2","glycerol kinase 2 [Source:HGNC Symbol;Acc:HGNC:4291]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GK5","Q6ZS86","GK5","glycerol kinase 5 [Source:HGNC Symbol;Acc:HGNC:28635]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GLDC","P23378","GLDC","glycine decarboxylase [Source:HGNC Symbol;Acc:HGNC:4313]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GLOD4","Q9HC38","GLOD4","glyoxalase domain containing 4 [Source:HGNC Symbol;Acc:HGNC:14111]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GLRX","P35754","GLRX","glutaredoxin [Source:HGNC Symbol;Acc:HGNC:4330]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GLRX2","Q9NS18","GLRX2","glutaredoxin 2 [Source:HGNC Symbol;Acc:HGNC:16065]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GLRX5","Q86SX6","GLRX5","glutaredoxin 5 [Source:HGNC Symbol;Acc:HGNC:20134]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GLS","O94925","GLS","glutaminase [Source:HGNC Symbol;Acc:HGNC:4331]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GLS2","Q9UI32","GLS2","glutaminase 2 [Source:HGNC Symbol;Acc:HGNC:29570]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GLUD1","P00367","GLUD1","glutamate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:4335]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GLUD2","P49448","GLUD2","glutamate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:4336]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GLUL","P15104","GLUL","glutamate-ammonia ligase [Source:HGNC Symbol;Acc:HGNC:4341]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GLYAT","Q6IB77","GLYAT","glycine-N-acyltransferase [Source:HGNC Symbol;Acc:HGNC:13734]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GLYATL1","Q969I3","GLYATL1","glycine-N-acyltransferase like 1 [Source:HGNC Symbol;Acc:HGNC:30519]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GLYATL1B","A0A0U1RQE8","GLYATL1B","glycine-N-acyltransferase like 1B [Source:HGNC Symbol;Acc:HGNC:37865]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GLYATL2","Q8WU03","GLYATL2","glycine-N-acyltransferase like 2 [Source:HGNC Symbol;Acc:HGNC:24178]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GLYATL3","Q5SZD4","GLYATL3","glycine-N-acyltransferase like 3 [Source:HGNC Symbol;Acc:HGNC:21349]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GLYCTK","Q8IVS8","GLYCTK","glycerate kinase [Source:HGNC Symbol;Acc:HGNC:24247]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GNPAT","O15228","GNPAT","glyceronephosphate O-acyltransferase [Source:HGNC Symbol;Acc:HGNC:4416]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GOLPH3","Q9H4A6","GOLPH3","golgi phosphoprotein 3 [Source:HGNC Symbol;Acc:HGNC:15452]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GOT2","P00505","GOT2","glutamic-oxaloacetic transaminase 2 [Source:HGNC Symbol;Acc:HGNC:4433]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GPAA1","O43292","GPAA1","glycosylphosphatidylinositol anchor attachment 1 [Source:HGNC Symbol;Acc:HGNC:4446]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GPAM","Q9HCL2","GPAM","glycerol-3-phosphate acyltransferase, mitochondrial [Source:HGNC Symbol;Acc:HGNC:24865]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GPAT2","Q6NUI2","GPAT2","glycerol-3-phosphate acyltransferase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:27168]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GPD2","P43304","GPD2","glycerol-3-phosphate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:4456]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GPER1","Q99527","GPER1","G protein-coupled estrogen receptor 1 [Source:HGNC Symbol;Acc:HGNC:4485]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GPN1","Q9HCN4","GPN1","GPN-loop GTPase 1 [Source:HGNC Symbol;Acc:HGNC:17030]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GPS2","Q13227","GPS2","G protein pathway suppressor 2 [Source:HGNC Symbol;Acc:HGNC:4550]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GPT2","Q8TD30","GPT2","glutamic--pyruvic transaminase 2 [Source:HGNC Symbol;Acc:HGNC:18062]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GPX1","P07203","GPX1","glutathione peroxidase 1 [Source:HGNC Symbol;Acc:HGNC:4553]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GPX4","P36969","GPX4","glutathione peroxidase 4 [Source:HGNC Symbol;Acc:HGNC:4556]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GRAMD4","Q6IC98","GRAMD4","GRAM domain containing 4 [Source:HGNC Symbol;Acc:HGNC:29113]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GRPEL1","Q9HAV7","GRPEL1","GrpE like 1, mitochondrial [Source:HGNC Symbol;Acc:HGNC:19696]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GRPEL2","Q8TAA5","GRPEL2","GrpE like 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:21060]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GRSF1","Q12849","GRSF1","G-rich RNA sequence binding factor 1 [Source:HGNC Symbol;Acc:HGNC:4610]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GSK3A","P49840","GSK3A","glycogen synthase kinase 3 alpha [Source:HGNC Symbol;Acc:HGNC:4616]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GSK3B","P49841","GSK3B","glycogen synthase kinase 3 beta [Source:HGNC Symbol;Acc:HGNC:4617]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GSR","P00390","GSR","glutathione-disulfide reductase [Source:HGNC Symbol;Acc:HGNC:4623]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GSTK1","Q9Y2Q3","GSTK1","glutathione S-transferase kappa 1 [Source:HGNC Symbol;Acc:HGNC:16906]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GSTP1","P09211","GSTP1","glutathione S-transferase pi 1 [Source:HGNC Symbol;Acc:HGNC:4638]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GSTZ1","O43708","GSTZ1","glutathione S-transferase zeta 1 [Source:HGNC Symbol;Acc:HGNC:4643]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GTF3C4","Q9UKN8","GTF3C4","general transcription factor IIIC subunit 4 [Source:HGNC Symbol;Acc:HGNC:4667]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GTPBP10","A4D1E9","GTPBP10","GTP binding protein 10 [Source:HGNC Symbol;Acc:HGNC:25106]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GTPBP3","Q969Y2","GTPBP3","GTP binding protein 3, mitochondrial [Source:HGNC Symbol;Acc:HGNC:14880]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GTPBP8","Q8N3Z3","GTPBP8","GTP binding protein 8 (putative) [Source:HGNC Symbol;Acc:HGNC:25007]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GUF1","Q8N442","GUF1","GTP binding elongation factor GUF1 [Source:HGNC Symbol;Acc:HGNC:25799]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GZMB","P10144","GZMB","granzyme B [Source:HGNC Symbol;Acc:HGNC:4709]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"H6PD","O95479","H6PD","hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4795]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HADH","Q16836","HADH","hydroxyacyl-CoA dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4799]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HADHA","P40939","HADHA","hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha [Source:HGNC Symbol;Acc:HGNC:4801]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HADHB","P55084","HADHB","hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta [Source:HGNC Symbol;Acc:HGNC:4803]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HAGH","Q16775","HAGH","hydroxyacylglutathione hydrolase [Source:HGNC Symbol;Acc:HGNC:4805]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HAP1","P54257","HAP1","huntingtin associated protein 1 [Source:HGNC Symbol;Acc:HGNC:4812]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HARS1","P12081","HARS1","histidyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:4816]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HARS2","P49590","HARS2","histidyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:4817]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HAT1","O14929","HAT1","histone acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:4821]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HAX1","O00165","HAX1","HCLS1 associated protein X-1 [Source:HGNC Symbol;Acc:HGNC:16915]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HCCS","P53701","HCCS","holocytochrome c synthase [Source:HGNC Symbol;Acc:HGNC:4837]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HCLS1","P14317","HCLS1","hematopoietic cell-specific Lyn substrate 1 [Source:HGNC Symbol;Acc:HGNC:4844]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HDHD5","Q9BXW7","HDHD5","haloacid dehalogenase like hydrolase domain containing 5 [Source:HGNC Symbol;Acc:HGNC:1843]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HEATR1","Q9H583","HEATR1","HEAT repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:25517]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HEBP2","Q9Y5Z4","HEBP2","heme binding protein 2 [Source:HGNC Symbol;Acc:HGNC:15716]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HELB","Q8NG08","HELB","DNA helicase B [Source:HGNC Symbol;Acc:HGNC:17196]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HEMK1","Q9Y5R4","HEMK1","HemK methyltransferase family member 1 [Source:HGNC Symbol;Acc:HGNC:24923]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HIBADH","P31937","HIBADH","3-hydroxyisobutyrate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4907]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
